ID,Title,URL,Is Premium,Acceptance %,Difficulty,Frequency %
527,Word Abbreviation,/problems/word-abbreviation,Y,60.3%,Hard,46.26%
529,Minesweeper,/problems/minesweeper,N,65.5%,Medium,9.11%
530,Minimum Absolute Difference in BST,/problems/minimum-absolute-difference-in-bst,N,56.8%,Easy,4.54%
531,Lonely Pixel I,/problems/lonely-pixel-i,Y,62.1%,Medium,33.09%
538,Convert BST to Greater Tree,/problems/convert-bst-to-greater-tree,N,67.4%,Medium,35.11%
539,Minimum Time Difference,/problems/minimum-time-difference,N,56.3%,Medium,6.51%
540,Single Element in a Sorted Array,/problems/single-element-in-a-sorted-array,N,58.5%,Medium,39.88%
542,01 Matrix,/problems/01-matrix,N,44.2%,Medium,20.55%
543,Diameter of Binary Tree,/problems/diameter-of-binary-tree,N,56.1%,Easy,22.30%
545,Boundary of Binary Tree,/problems/boundary-of-binary-tree,Y,44.3%,Medium,57.83%
547,Number of Provinces,/problems/number-of-provinces,N,63.3%,Medium,40.27%
1730,Shortest Path to Get Food,/problems/shortest-path-to-get-food,Y,54.1%,Medium,32.35%
556,Next Greater Element III,/problems/next-greater-element-iii,N,34.1%,Medium,42.64%
557,Reverse Words in a String III,/problems/reverse-words-in-a-string-iii,N,81.6%,Easy,1.39%
560,Subarray Sum Equals K,/problems/subarray-sum-equals-k,N,44.0%,Medium,32.09%
567,Permutation in String,/problems/permutation-in-string,N,43.7%,Medium,8.54%
572,Subtree of Another Tree,/problems/subtree-of-another-tree,N,46.0%,Easy,9.95%
576,Out of Boundary Paths,/problems/out-of-boundary-paths,N,44.3%,Medium,14.40%
581,Shortest Unsorted Continuous Subarray,/problems/shortest-unsorted-continuous-subarray,N,36.3%,Medium,18.66%
583,Delete Operation for Two Strings,/problems/delete-operation-for-two-strings,N,59.4%,Medium,4.48%
584,Find Customer Referee,/problems/find-customer-referee,N,73.0%,Easy,1.64%
588,Design In-Memory File System,/problems/design-in-memory-file-system,Y,48.8%,Hard,65.33%
595,Big Countries,/problems/big-countries,N,73.3%,Easy,3.40%
603,Consecutive Available Seats,/problems/consecutive-available-seats,Y,68.3%,Easy,9.50%
606,Construct String from Binary Tree,/problems/construct-string-from-binary-tree,N,63.6%,Easy,6.27%
609,Find Duplicate File in System,/problems/find-duplicate-file-in-system,N,67.8%,Medium,14.09%
618,Students Report By Geography,/problems/students-report-by-geography,Y,64.3%,Hard,26.65%
621,Task Scheduler,/problems/task-scheduler,N,55.8%,Medium,18.19%
623,Add One Row to Tree,/problems/add-one-row-to-tree,N,59.5%,Medium,11.62%
628,Maximum Product of Three Numbers,/problems/maximum-product-of-three-numbers,N,46.4%,Easy,6.25%
632,Smallest Range Covering Elements from K Lists,/problems/smallest-range-covering-elements-from-k-lists,N,60.6%,Hard,43.50%
636,Exclusive Time of Functions,/problems/exclusive-time-of-functions,N,61.1%,Medium,22.48%
642,Design Search Autocomplete System,/problems/design-search-autocomplete-system,Y,48.7%,Hard,22.12%
645,Set Mismatch,/problems/set-mismatch,N,43.0%,Easy,7.87%
646,Maximum Length of Pair Chain,/problems/maximum-length-of-pair-chain,N,56.4%,Medium,8.44%
647,Palindromic Substrings,/problems/palindromic-substrings,N,66.4%,Medium,13.45%
648,Replace Words,/problems/replace-words,N,62.7%,Medium,9.36%
652,Find Duplicate Subtrees,/problems/find-duplicate-subtrees,N,56.5%,Medium,7.59%
653,Two Sum IV - Input is a BST,/problems/two-sum-iv-input-is-a-bst,N,61.0%,Easy,21.62%
657,Robot Return to Origin,/problems/robot-return-to-origin,N,75.3%,Easy,4.86%
658,Find K Closest Elements,/problems/find-k-closest-elements,N,46.8%,Medium,29.15%
662,Maximum Width of Binary Tree,/problems/maximum-width-of-binary-tree,N,40.6%,Medium,9.81%
665,Non-decreasing Array,/problems/non-decreasing-array,N,24.2%,Medium,16.39%
669,Trim a Binary Search Tree,/problems/trim-a-binary-search-tree,N,66.3%,Medium,6.11%
670,Maximum Swap,/problems/maximum-swap,N,47.9%,Medium,16.65%
673,Number of Longest Increasing Subsequence,/problems/number-of-longest-increasing-subsequence,N,42.3%,Medium,18.94%
678,Valid Parenthesis String,/problems/valid-parenthesis-string,N,33.9%,Medium,4.89%
680,Valid Palindrome II,/problems/valid-palindrome-ii,N,39.3%,Easy,2.00%
681,Next Closest Time,/problems/next-closest-time,Y,46.4%,Medium,27.96%
684,Redundant Connection,/problems/redundant-connection,N,62.0%,Medium,6.83%
688,Knight Probability in Chessboard,/problems/knight-probability-in-chessboard,N,52.1%,Medium,36.44%
690,Employee Importance,/problems/employee-importance,N,65.2%,Medium,10.87%
692,Top K Frequent Words,/problems/top-k-frequent-words,N,56.9%,Medium,22.90%
694,Number of Distinct Islands,/problems/number-of-distinct-islands,Y,60.6%,Medium,30.16%
695,Max Area of Island,/problems/max-area-of-island,N,71.7%,Medium,25.96%
696,Count Binary Substrings,/problems/count-binary-substrings,N,65.6%,Easy,21.57%
698,Partition to K Equal Sum Subsets,/problems/partition-to-k-equal-sum-subsets,N,40.8%,Medium,17.57%
715,Range Module,/problems/range-module,N,44.7%,Hard,20.78%
716,Max Stack,/problems/max-stack,Y,45.3%,Hard,18.83%
719,Find K-th Smallest Pair Distance,/problems/find-k-th-smallest-pair-distance,N,36.4%,Hard,76.90%
721,Accounts Merge,/problems/accounts-merge,N,56.4%,Medium,19.09%
724,Find Pivot Index,/problems/find-pivot-index,N,53.4%,Easy,9.08%
729,My Calendar I,/problems/my-calendar-i,N,57.2%,Medium,7.95%
733,Flood Fill,/problems/flood-fill,N,60.6%,Easy,23.32%
735,Asteroid Collision,/problems/asteroid-collision,N,44.4%,Medium,43.97%
739,Daily Temperatures,/problems/daily-temperatures,N,66.6%,Medium,20.65%
740,Delete and Earn,/problems/delete-and-earn,N,57.4%,Medium,17.89%
743,Network Delay Time,/problems/network-delay-time,N,51.5%,Medium,2.43%
746,Min Cost Climbing Stairs,/problems/min-cost-climbing-stairs,N,62.5%,Easy,4.84%
752,Open the Lock,/problems/open-the-lock,N,55.5%,Medium,17.27%
429,N-ary Tree Level Order Traversal,/problems/n-ary-tree-level-order-traversal,N,70.6%,Medium,21.05%
428,Serialize and Deserialize N-ary Tree,/problems/serialize-and-deserialize-n-ary-tree,Y,65.5%,Hard,18.35%
430,Flatten a Multilevel Doubly Linked List,/problems/flatten-a-multilevel-doubly-linked-list,N,59.5%,Medium,8.08%
763,Partition Labels,/problems/partition-labels,N,79.8%,Medium,9.84%
767,Reorganize String,/problems/reorganize-string,N,52.8%,Medium,58.50%
772,Basic Calculator III,/problems/basic-calculator-iii,Y,48.6%,Hard,35.96%
773,Sliding Puzzle,/problems/sliding-puzzle,N,63.9%,Hard,17.89%
703,Kth Largest Element in a Stream,/problems/kth-largest-element-in-a-stream,N,55.5%,Easy,8.28%
704,Binary Search,/problems/binary-search,N,55.1%,Easy,1.16%
777,Swap Adjacent in LR String,/problems/swap-adjacent-in-lr-string,N,37.1%,Medium,17.67%
778,Swim in Rising Water,/problems/swim-in-rising-water,N,59.7%,Hard,6.90%
779,K-th Symbol in Grammar,/problems/k-th-symbol-in-grammar,N,40.9%,Medium,12.76%
781,Rabbits in Forest,/problems/rabbits-in-forest,N,55.2%,Medium,24.99%
784,Letter Case Permutation,/problems/letter-case-permutation,N,73.5%,Medium,4.57%
785,Is Graph Bipartite?,/problems/is-graph-bipartite,N,52.7%,Medium,17.51%
787,Cheapest Flights Within K Stops,/problems/cheapest-flights-within-k-stops,N,35.9%,Medium,27.58%
790,Domino and Tromino Tiling,/problems/domino-and-tromino-tiling,N,48.4%,Medium,12.73%
792,Number of Matching Subsequences,/problems/number-of-matching-subsequences,N,51.9%,Medium,15.42%
796,Rotate String,/problems/rotate-string,N,54.2%,Easy,11.62%
706,Design HashMap,/problems/design-hashmap,N,65.0%,Easy,14.09%
802,Find Eventual Safe States,/problems/find-eventual-safe-states,N,55.3%,Medium,12.67%
804,Unique Morse Code Words,/problems/unique-morse-code-words,N,82.7%,Easy,4.37%
814,Binary Tree Pruning,/problems/binary-tree-pruning,N,72.6%,Medium,6.70%
815,Bus Routes,/problems/bus-routes,N,45.7%,Hard,20.38%
818,Race Car,/problems/race-car,N,43.5%,Hard,53.94%
819,Most Common Word,/problems/most-common-word,N,44.9%,Easy,5.35%
823,Binary Trees With Factors,/problems/binary-trees-with-factors,N,50.0%,Medium,30.69%
826,Most Profit Assigning Work,/problems/most-profit-assigning-work,N,44.5%,Medium,13.21%
827,Making A Large Island,/problems/making-a-large-island,N,44.7%,Hard,37.74%
828,Count Unique Characters of All Substrings of a Given String,/problems/count-unique-characters-of-all-substrings-of-a-given-string,N,51.7%,Hard,87.20%
622,Design Circular Queue,/problems/design-circular-queue,N,51.8%,Medium,8.53%
489,Robot Room Cleaner,/problems/robot-room-cleaner,Y,76.5%,Hard,38.88%
836,Rectangle Overlap,/problems/rectangle-overlap,N,43.6%,Easy,0.59%
838,Push Dominoes,/problems/push-dominoes,N,57.0%,Medium,25.48%
841,Keys and Rooms,/problems/keys-and-rooms,N,70.2%,Medium,16.15%
847,Shortest Path Visiting All Nodes,/problems/shortest-path-visiting-all-nodes,N,61.3%,Hard,24.99%
849,Maximize Distance to Closest Person,/problems/maximize-distance-to-closest-person,N,47.6%,Medium,7.85%
852,Peak Index in a Mountain Array,/problems/peak-index-in-a-mountain-array,N,69.4%,Medium,11.07%
857,Minimum Cost to Hire K Workers,/problems/minimum-cost-to-hire-k-workers,N,52.0%,Hard,15.42%
862,Shortest Subarray with Sum at Least K,/problems/shortest-subarray-with-sum-at-least-k,N,26.1%,Hard,8.23%
863,All Nodes Distance K in Binary Tree,/problems/all-nodes-distance-k-in-binary-tree,N,62.1%,Medium,57.83%
867,Transpose Matrix,/problems/transpose-matrix,N,63.4%,Easy,8.04%
871,Minimum Number of Refueling Stops,/problems/minimum-number-of-refueling-stops,N,39.9%,Hard,38.24%
875,Koko Eating Bananas,/problems/koko-eating-bananas,N,52.2%,Medium,37.52%
876,Middle of the Linked List,/problems/middle-of-the-linked-list,N,73.9%,Easy,1.47%
528,Random Pick with Weight,/problems/random-pick-with-weight,N,46.1%,Medium,4.34%
886,Possible Bipartition,/problems/possible-bipartition,N,48.4%,Medium,6.27%
889,Construct Binary Tree from Preorder and Postorder Traversal,/problems/construct-binary-tree-from-preorder-and-postorder-traversal,N,70.8%,Medium,12.26%
894,All Possible Full Binary Trees,/problems/all-possible-full-binary-trees,N,80.0%,Medium,16.84%
895,Maximum Frequency Stack,/problems/maximum-frequency-stack,N,66.8%,Hard,33.32%
901,Online Stock Span,/problems/online-stock-span,N,65.2%,Medium,16.55%
903,Valid Permutations for DI Sequence,/problems/valid-permutations-for-di-sequence,N,57.7%,Hard,41.66%
904,Fruit Into Baskets,/problems/fruit-into-baskets,N,42.6%,Medium,16.55%
907,Sum of Subarray Minimums,/problems/sum-of-subarray-minimums,N,34.3%,Medium,44.06%
909,Snakes and Ladders,/problems/snakes-and-ladders,N,40.9%,Medium,40.73%
912,Sort an Array,/problems/sort-an-array,N,59.5%,Medium,6.68%
921,Minimum Add to Make Parentheses Valid,/problems/minimum-add-to-make-parentheses-valid,N,76.2%,Medium,4.93%
926,Flip String to Monotone Increasing,/problems/flip-string-to-monotone-increasing,N,59.6%,Medium,18.53%
929,Unique Email Addresses,/problems/unique-email-addresses,N,67.2%,Easy,3.65%
931,Minimum Falling Path Sum,/problems/minimum-falling-path-sum,N,68.5%,Medium,9.20%
934,Shortest Bridge,/problems/shortest-bridge,N,54.0%,Medium,23.53%
937,Reorder Data in Log Files,/problems/reorder-data-in-log-files,N,56.4%,Medium,91.00%
941,Valid Mountain Array,/problems/valid-mountain-array,N,33.5%,Easy,3.30%
947,Most Stones Removed with Same Row or Column,/problems/most-stones-removed-with-same-row-or-column,N,58.8%,Medium,1.66%
949,Largest Time for Given Digits,/problems/largest-time-for-given-digits,N,35.2%,Medium,22.48%
953,Verifying an Alien Dictionary,/problems/verifying-an-alien-dictionary,N,52.7%,Easy,8.39%
958,Check Completeness of a Binary Tree,/problems/check-completeness-of-a-binary-tree,N,53.8%,Medium,10.37%
962,Maximum Width Ramp,/problems/maximum-width-ramp,N,49.0%,Medium,26.65%
968,Binary Tree Cameras,/problems/binary-tree-cameras,N,46.8%,Hard,28.08%
509,Fibonacci Number,/problems/fibonacci-number,N,69.2%,Easy,4.19%
973,K Closest Points to Origin,/problems/k-closest-points-to-origin,N,65.8%,Medium,70.95%
977,Squares of a Sorted Array,/problems/squares-of-a-sorted-array,N,71.9%,Easy,7.68%
979,Distribute Coins in Binary Tree,/problems/distribute-coins-in-binary-tree,N,72.1%,Medium,37.18%
981,Time Based Key-Value Store,/problems/time-based-key-value-store,N,53.4%,Medium,35.32%
983,Minimum Cost For Tickets,/problems/minimum-cost-for-tickets,N,64.4%,Medium,33.93%
987,Vertical Order Traversal of a Binary Tree,/problems/vertical-order-traversal-of-a-binary-tree,N,44.7%,Hard,30.29%
990,Satisfiability of Equality Equations,/problems/satisfiability-of-equality-equations,N,50.7%,Medium,16.10%
992,Subarrays with K Different Integers,/problems/subarrays-with-k-different-integers,N,54.4%,Hard,12.65%
993,Cousins in Binary Tree,/problems/cousins-in-binary-tree,N,54.2%,Easy,19.28%
994,Rotting Oranges,/problems/rotting-oranges,N,52.5%,Medium,51.85%
1004,Max Consecutive Ones III,/problems/max-consecutive-ones-iii,N,63.4%,Medium,4.67%
1008,Construct Binary Search Tree from Preorder Traversal,/problems/construct-binary-search-tree-from-preorder-traversal,N,81.0%,Medium,4.45%
1010,Pairs of Songs With Total Durations Divisible by 60,/problems/pairs-of-songs-with-total-durations-divisible-by-60,N,52.9%,Medium,3.02%
1011,Capacity To Ship Packages Within D Days,/problems/capacity-to-ship-packages-within-d-days,N,64.6%,Medium,26.63%
1060,Missing Element in Sorted Array,/problems/missing-element-in-sorted-array,Y,54.6%,Medium,14.40%
1016,Binary String With Substrings Representing 1 To N,/problems/binary-string-with-substrings-representing-1-to-n,N,57.6%,Medium,20.33%
1020,Number of Enclaves,/problems/number-of-enclaves,N,64.9%,Medium,4.16%
1099,Two Sum Less Than K,/problems/two-sum-less-than-k,Y,60.8%,Easy,1.85%
1026,Maximum Difference Between Node and Ancestor,/problems/maximum-difference-between-node-and-ancestor,N,73.4%,Medium,13.83%
1032,Stream of Characters,/problems/stream-of-characters,N,51.6%,Hard,15.42%
1151,Minimum Swaps to Group All 1's Together,/problems/minimum-swaps-to-group-all-1s-together,Y,60.9%,Medium,22.57%
1152,Analyze User Website Visit Pattern,/problems/analyze-user-website-visit-pattern,Y,43.3%,Medium,95.36%
1039,Minimum Score Triangulation of Polygon,/problems/minimum-score-triangulation-of-polygon,N,54.6%,Medium,18.00%
1038,Binary Search Tree to Greater Sum Tree,/problems/binary-search-tree-to-greater-sum-tree,N,85.4%,Medium,30.54%
1041,Robot Bounded In Circle,/problems/robot-bounded-in-circle,N,55.3%,Medium,34.80%
1044,Longest Duplicate Substring,/problems/longest-duplicate-substring,N,30.6%,Hard,52.90%
1166,Design File System,/problems/design-file-system,Y,62.0%,Medium,16.28%
1167,Minimum Cost to Connect Sticks,/problems/minimum-cost-to-connect-sticks,Y,67.8%,Medium,49.56%
1046,Last Stone Weight,/problems/last-stone-weight,N,64.7%,Easy,3.91%
1047,Remove All Adjacent Duplicates In String,/problems/remove-all-adjacent-duplicates-in-string,N,70.4%,Easy,21.14%
1048,Longest String Chain,/problems/longest-string-chain,N,59.1%,Medium,12.73%
1197,Minimum Knight Moves,/problems/minimum-knight-moves,Y,39.7%,Medium,38.18%
1229,Meeting Scheduler,/problems/meeting-scheduler,Y,55.4%,Medium,13.79%
1091,Shortest Path in Binary Matrix,/problems/shortest-path-in-binary-matrix,N,44.5%,Medium,27.01%
1216,Valid Palindrome III,/problems/valid-palindrome-iii,Y,50.1%,Hard,29.44%
1094,Car Pooling,/problems/car-pooling,N,57.3%,Medium,17.39%
1110,Delete Nodes And Return Forest,/problems/delete-nodes-and-return-forest,N,69.3%,Medium,21.39%
1291,Sequential Digits,/problems/sequential-digits,N,61.3%,Medium,44.57%
1130,Minimum Cost Tree From Leaf Values,/problems/minimum-cost-tree-from-leaf-values,N,68.5%,Medium,14.72%
1299,Replace Elements with Greatest Element on Right Side,/problems/replace-elements-with-greatest-element-on-right-side,N,74.7%,Easy,2.19%
1146,Snapshot Array,/problems/snapshot-array,N,37.3%,Medium,16.93%
1143,Longest Common Subsequence,/problems/longest-common-subsequence,N,58.8%,Medium,8.98%
1329,Sort the Matrix Diagonally,/problems/sort-the-matrix-diagonally,N,83.6%,Medium,9.11%
1169,Invalid Transactions,/problems/invalid-transactions,N,31.2%,Medium,5.90%
1360,Number of Days Between Two Dates,/problems/number-of-days-between-two-dates,N,47.6%,Easy,15.06%
1191,K-Concatenation Maximum Sum,/problems/k-concatenation-maximum-sum,N,23.9%,Medium,28.28%
1192,Critical Connections in a Network,/problems/critical-connections-in-a-network,N,54.5%,Hard,17.45%
1179,Reformat Department Table,/problems/reformat-department-table,N,82.5%,Easy,8.13%
2139,Minimum Moves to Reach Target Score,/problems/minimum-moves-to-reach-target-score,N,48.4%,Medium,15.42%
1405,Longest Happy String,/problems/longest-happy-string,N,57.4%,Medium,32.35%
1944,Number of Visible People in a Queue,/problems/number-of-visible-people-in-a-queue,N,69.7%,Hard,22.48%
1202,Smallest String With Swaps,/problems/smallest-string-with-swaps,N,57.6%,Medium,10.87%
1203,Sort Items by Groups Respecting Dependencies,/problems/sort-items-by-groups-respecting-dependencies,N,50.6%,Hard,33.09%
1207,Unique Number of Occurrences,/problems/unique-number-of-occurrences,N,70.9%,Easy,24.43%
1209,Remove All Adjacent Duplicates in String II,/problems/remove-all-adjacent-duplicates-in-string-ii,N,56.0%,Medium,31.65%
1706,Where Will the Ball Fall,/problems/where-will-the-ball-fall,N,71.6%,Medium,2.57%
1220,Count Vowels Permutation,/problems/count-vowels-permutation,N,60.6%,Hard,15.79%
1235,Maximum Profit in Job Scheduling,/problems/maximum-profit-in-job-scheduling,N,51.2%,Hard,8.39%
2193,Minimum Number of Moves to Make Palindrome,/problems/minimum-number-of-moves-to-make-palindrome,N,51.4%,Hard,87.77%
1726,Tuple with Same Product,/problems/tuple-with-same-product,N,60.8%,Medium,22.57%
1429,First Unique Number,/problems/first-unique-number,Y,52.7%,Medium,35.39%
1249,Minimum Remove to Make Valid Parentheses,/problems/minimum-remove-to-make-valid-parentheses,N,65.7%,Medium,8.04%
1428,Leftmost Column with at Least a One,/problems/leftmost-column-with-at-least-a-one,Y,53.0%,Medium,15.06%
1268,Search Suggestions System,/problems/search-suggestions-system,N,66.5%,Medium,73.59%
1275,Find Winner on a Tic Tac Toe Game,/problems/find-winner-on-a-tic-tac-toe-game,N,54.3%,Easy,25.48%
1277,Count Square Submatrices with All Ones,/problems/count-square-submatrices-with-all-ones,N,74.4%,Medium,6.33%
1293,Shortest Path in a Grid with Obstacles Elimination,/problems/shortest-path-in-a-grid-with-obstacles-elimination,N,45.6%,Hard,24.31%
1306,Jump Game III,/problems/jump-game-iii,N,63.1%,Medium,5.27%
1344,Angle Between Hands of a Clock,/problems/angle-between-hands-of-a-clock,N,63.4%,Medium,36.56%
1345,Jump Game IV,/problems/jump-game-iv,N,44.0%,Hard,18.59%
1326,Minimum Number of Taps to Open to Water a Garden,/problems/minimum-number-of-taps-to-open-to-water-a-garden,N,47.7%,Hard,12.26%
1335,Minimum Difficulty of a Job Schedule,/problems/minimum-difficulty-of-a-job-schedule,N,58.7%,Hard,38.24%
1338,Reduce Array Size to The Half,/problems/reduce-array-size-to-the-half,N,69.7%,Medium,9.36%
1339,Maximum Product of Splitted Binary Tree,/problems/maximum-product-of-splitted-binary-tree,N,43.4%,Medium,15.79%
1340,Jump Game V,/problems/jump-game-v,N,62.5%,Hard,24.42%
1372,Longest ZigZag Path in a Binary Tree,/problems/longest-zigzag-path-in-a-binary-tree,N,59.7%,Medium,28.93%
1353,Maximum Number of Events That Can Be Attended,/problems/maximum-number-of-events-that-can-be-attended,N,32.9%,Medium,8.88%
1354,Construct Target Array With Multiple Sums,/problems/construct-target-array-with-multiple-sums,N,36.3%,Hard,19.09%
1365,How Many Numbers Are Smaller Than the Current Number,/problems/how-many-numbers-are-smaller-than-the-current-number,N,86.7%,Easy,4.10%
1385,Find the Distance Value Between Two Arrays,/problems/find-the-distance-value-between-two-arrays,N,65.4%,Easy,7.19%
1383,Maximum Performance of a Team,/problems/maximum-performance-of-a-team,N,48.9%,Hard,45.67%
1396,Design Underground System,/problems/design-underground-system,N,73.7%,Medium,5.70%
1408,String Matching in an Array,/problems/string-matching-in-an-array,N,63.9%,Easy,11.83%
1431,Kids With the Greatest Number of Candies,/problems/kids-with-the-greatest-number-of-candies,N,87.5%,Easy,2.22%
1423,Maximum Points You Can Obtain from Cards,/problems/maximum-points-you-can-obtain-from-cards,N,52.3%,Medium,9.14%
1448,Count Good Nodes in Binary Tree,/problems/count-good-nodes-in-binary-tree,N,74.6%,Medium,3.32%
1436,Destination City,/problems/destination-city,N,77.6%,Easy,7.68%
1461,Check If a String Contains All Binary Codes of Size K,/problems/check-if-a-string-contains-all-binary-codes-of-size-k,N,56.8%,Medium,13.24%
1464,Maximum Product of Two Elements in an Array,/problems/maximum-product-of-two-elements-in-an-array,N,79.3%,Easy,7.87%
1465,Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts,/problems/maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts,N,40.9%,Medium,12.73%
1454,Active Users,/problems/active-users,Y,38.4%,Medium,14.40%
1470,Shuffle the Array,/problems/shuffle-the-array,N,88.5%,Easy,1.61%
1472,Design Browser History,/problems/design-browser-history,N,76.1%,Medium,16.35%
1492,The kth Factor of n,/problems/the-kth-factor-of-n,N,62.4%,Medium,25.76%
1480,Running Sum of 1d Array,/problems/running-sum-of-1d-array,N,89.3%,Easy,2.18%
1482,Minimum Number of Days to Make m Bouquets,/problems/minimum-number-of-days-to-make-m-bouquets,N,55.8%,Medium,14.95%
1488,Avoid Flood in The City,/problems/avoid-flood-in-the-city,N,26.1%,Medium,18.53%
1497,Check If Array Pairs Are Divisible by k,/problems/check-if-array-pairs-are-divisible-by-k,N,39.7%,Medium,9.36%
1523,Count Odd Numbers in an Interval Range,/problems/count-odd-numbers-in-an-interval-range,N,46.2%,Easy,3.07%
1525,Number of Good Ways to Split a String,/problems/number-of-good-ways-to-split-a-string,N,69.4%,Medium,17.45%
1512,Number of Good Pairs,/problems/number-of-good-pairs,N,88.2%,Easy,3.20%
1539,Kth Missing Positive Number,/problems/kth-missing-positive-number,N,55.9%,Easy,8.67%
1547,Minimum Cost to Cut a Stick,/problems/minimum-cost-to-cut-a-stick,N,56.9%,Hard,24.67%
1563,Stone Game V,/problems/stone-game-v,N,40.6%,Hard,19.69%
1567,Maximum Length of Subarray With Positive Product,/problems/maximum-length-of-subarray-with-positive-product,N,43.8%,Medium,49.80%
1603,Design Parking System,/problems/design-parking-system,N,88.0%,Easy,44.70%
1570,Dot Product of Two Sparse Vectors,/problems/dot-product-of-two-sparse-vectors,Y,90.3%,Medium,8.76%
1581,Customer Who Visited but Did Not Make Any Transactions,/problems/customer-who-visited-but-did-not-make-any-transactions,N,88.3%,Easy,3.08%
1609,Even Odd Tree,/problems/even-odd-tree,N,53.8%,Medium,12.49%
1597,Build Binary Expression Tree From Infix Expression,/problems/build-binary-expression-tree-from-infix-expression,Y,62.3%,Hard,64.40%
1642,Furthest Building You Can Reach,/problems/furthest-building-you-can-reach,N,48.3%,Medium,37.51%
1628,Design an Expression Tree With Evaluate Function,/problems/design-an-expression-tree-with-evaluate-function,Y,82.7%,Medium,59.15%
1650,Lowest Common Ancestor of a Binary Tree III,/problems/lowest-common-ancestor-of-a-binary-tree-iii,Y,77.3%,Medium,22.86%
1672,Richest Customer Wealth,/problems/richest-customer-wealth,N,88.2%,Easy,5.57%
1673,Find the Most Competitive Subsequence,/problems/find-the-most-competitive-subsequence,N,49.4%,Medium,12.73%
1680,Concatenation of Consecutive Binary Numbers,/problems/concatenation-of-consecutive-binary-numbers,N,57.0%,Medium,30.35%
1689,Partitioning Into Minimum Number Of Deci-Binary Numbers,/problems/partitioning-into-minimum-number-of-deci-binary-numbers,N,89.6%,Medium,4.66%
1696,Jump Game VI,/problems/jump-game-vi,N,46.3%,Medium,8.99%
1705,Maximum Number of Eaten Apples,/problems/maximum-number-of-eaten-apples,N,38.1%,Medium,46.26%
1723,Find Minimum Time to Finish All Jobs,/problems/find-minimum-time-to-finish-all-jobs,N,42.7%,Hard,31.96%
1710,Maximum Units on a Truck,/problems/maximum-units-on-a-truck,N,73.9%,Easy,49.85%
1752,Check if Array Is Sorted and Rotated,/problems/check-if-array-is-sorted-and-rotated,N,49.3%,Easy,3.71%
1740,Find Distance in a Binary Tree,/problems/find-distance-in-a-binary-tree,Y,68.8%,Medium,16.19%
1757,Recyclable and Low Fat Products,/problems/recyclable-and-low-fat-products,N,93.6%,Easy,1.48%
1762,Buildings With an Ocean View,/problems/buildings-with-an-ocean-view,Y,79.2%,Medium,13.51%
1834,Single-Threaded CPU,/problems/single-threaded-cpu,N,42.0%,Medium,35.19%
1856,Maximum Subarray Min-Product,/problems/maximum-subarray-min-product,N,37.7%,Medium,18.53%
1876,Substrings of Size Three with Distinct Characters,/problems/substrings-of-size-three-with-distinct-characters,N,70.3%,Easy,5.65%
1863,Sum of All Subset XOR Totals,/problems/sum-of-all-subset-xor-totals,N,79.0%,Easy,8.88%
1864,Minimum Number of Swaps to Make the Binary String Alternating,/problems/minimum-number-of-swaps-to-make-the-binary-string-alternating,N,42.5%,Medium,69.06%
1882,Process Tasks Using Servers,/problems/process-tasks-using-servers,N,39.6%,Medium,18.53%
1926,Nearest Exit from Entrance in Maze,/problems/nearest-exit-from-entrance-in-maze,N,43.1%,Medium,10.37%
1962,Remove Stones to Minimize the Total,/problems/remove-stones-to-minimize-the-total,N,59.2%,Medium,17.89%
2007,Find Original Array From Doubled Array,/problems/find-original-array-from-doubled-array,N,40.9%,Medium,17.89%
1972,First and Last Call On the Same Day,/problems/first-and-last-call-on-the-same-day,Y,53.4%,Hard,45.67%
2035,Partition Array Into Two Arrays to Minimize Sum Difference,/problems/partition-array-into-two-arrays-to-minimize-sum-difference,N,18.3%,Hard,5.80%
2055,Plates Between Candles,/problems/plates-between-candles,N,44.4%,Medium,80.92%
2070,Most Beautiful Item for Each Query,/problems/most-beautiful-item-for-each-query,N,49.7%,Medium,23.45%
2075,Decode the Slanted Ciphertext,/problems/decode-the-slanted-ciphertext,N,50.2%,Medium,23.45%
2100,Find Good Days to Rob the Bank,/problems/find-good-days-to-rob-the-bank,N,49.2%,Medium,52.90%
2102,Sequentially Ordinal Rank Tracker,/problems/sequentially-ordinal-rank-tracker,N,66.3%,Hard,76.44%
2096,Step-By-Step Directions From a Binary Tree Node to Another,/problems/step-by-step-directions-from-a-binary-tree-node-to-another,N,48.8%,Medium,14.17%
2115,Find All Possible Recipes from Given Supplies,/problems/find-all-possible-recipes-from-given-supplies,N,48.5%,Medium,33.49%
2104,Sum of Subarray Ranges,/problems/sum-of-subarray-ranges,N,60.2%,Medium,76.79%
2109,Adding Spaces to a String,/problems/adding-spaces-to-a-string,N,56.3%,Medium,17.04%
2110,Number of Smooth Descent Periods of a Stock,/problems/number-of-smooth-descent-periods-of-a-stock,N,57.6%,Medium,38.18%
2130,Maximum Twin Sum of a Linked List,/problems/maximum-twin-sum-of-a-linked-list,N,81.3%,Medium,22.12%
2163,Minimum Difference in Sums After Removal of Elements,/problems/minimum-difference-in-sums-after-removal-of-elements,N,46.6%,Hard,40.01%
2195,Append K Integers With Minimal Sum,/problems/append-k-integers-with-minimal-sum,N,25.0%,Medium,33.34%
